proposal_index,accepted,reject_reason,pallet_type,scene_preset,exposure_ev,elev_bin,elevation_deg,azimuth_bin,azimuth_deg,v_target,proj_size_bin,proj_size_ratio,proj_size_feasible_lower,proj_size_bin_lo,proj_size_bin_hi,n_feasible_bins,bin_feasible,aspect,image_width,image_height,fx_mode,fx,f_target_bin,f_target,position_mode,cargo_on,camera_distance_spec_m,camera_distance_target_m,v_probe,trunc_mode,occluder
2480,1,,Pallet_3,outdoor-night,-1.1340057789571658,3,16.308125308610077,6,192.0527728165318,5,1,0.1445540814720108,0.06942678645833335,0.1,0.2,5,1,16:9,960,540,anchor,605.9065,0,0.0,,0,4.802824365203142,4.802824365203142,6,diag,
2481,1,,Pallet_0,indoor,-0.019664667686472015,3,19.89554248466998,0,20.28312705665322,5,2,0.3117549386426427,0.06487169304514392,0.2,0.4,5,1,4:3,640,480,random,377.4353049899283,2,0.31922481923507884,near-pallet,1,2.080855345149955,2.080855345149955,8,vertical,
2482,1,,Pallet_1,indoor,-1.0218006056267277,0,0.750297543777323,1,57.12319403267374,4,4,0.8576319977532445,0.09466036935485192,0.6,1.0,5,1,3:2,720,480,random,619.5951448681217,0,0.0,,0,1.1037411104393908,1.1037411104393908,4,vertical,
2483,1,,Pallet_0,outdoor-day,-1.4151271882656515,5,58.77291522700062,8,245.0339019355271,6,1,0.1468784511951095,0.1099275746762924,0.1,0.2,4,1,4:3,640,480,random,639.5786162984284,0,0.0,,1,7.484254754992444,7.484254754992444,6,lateral,
2484,1,,Pallet_2,outdoor-night,-0.6411300518260168,1,3.5886085302903017,7,238.80989193177868,4,3,0.43447693441601143,0.06942678645833335,0.4,0.6,5,1,16:9,960,540,anchor,605.9065,1,0.16439448362933223,near-pallet,0,1.597939521269436,1.597939521269436,5,diag,construction_sign_01
2485,1,,Pallet_3,outdoor-day,-2.8742411190711312,4,33.86777916105897,4,141.25572895869928,7,2,0.30227081314210275,0.10414017968750003,0.2,0.4,4,1,4:3,640,480,anchor,605.9065,2,0.30456494737111706,near-pallet,1,3.445260844239762,3.445260844239762,7,diag,
2486,1,,Pallet_3,random-mix,-2.084914391166534,2,13.91511961223285,9,296.1912778914252,6,0,0.08637073066982809,0.07149853996573102,0.0,0.1,5,1,4:3,640,480,random,415.9915052551623,0,0.0,,0,8.278098310763466,8.278098310763466,8,lateral,
2487,0,v_below_min,Pallet_1,outdoor-night,-1.639538237960375,6,74.19972211457133,2,82.38680133869399,8,4,0.7811411122594234,0.05856137968794351,0.6,1.0,5,1,16:9,960,540,random,511.0811318220524,3,0.36617966977352595,near-camera,1,0.7496901490507492,,,,
2488,1,,Pallet_1,outdoor-night,-2.0585319402070406,2,11.254318490189533,10,302.30548776270393,8,4,0.7004872602174257,0.06600258484477589,0.6,1.0,5,1,3:2,720,480,random,432.0169189839876,3,0.4191695415561464,near-camera,1,0.942238190374643,0.942238190374643,4,none,portable_generator
2489,1,,Pallet_0,indoor,-2.154863632974565,3,20.069694218787287,3,115.57150437355278,6,2,0.3115032018137484,0.07475974289166928,0.2,0.4,5,1,4:3,640,480,random,434.9657768242576,1,0.17177600188357212,near-camera,0,2.399967077589432,2.399967077589432,6,lateral,Closetmaid_Premium_Fabric_Cube_Red
2490,1,,Pallet_2,random-mix,-0.5071619600737316,4,39.269227705892064,2,80.0237419486886,5,1,0.10190372167467096,0.06942678645833335,0.1,0.2,5,1,16:9,960,540,anchor,605.9065,2,0.3270658337138419,near-pallet,1,6.8129784974860215,6.8129784974860215,4,vertical,
2491,1,,Pallet_2,outdoor-night,-0.7454437785672936,0,1.8091858334307716,7,232.70519826012332,5,3,0.5555557544389194,0.09901346775914606,0.4,0.6,5,1,1:1,560,560,random,504.06856313747085,0,0.0,,0,1.782241781639796,1.782241781639796,6,diag,
2492,0,C1,Pallet_3,indoor,-2.5838260403419597,2,11.990264449244236,6,185.09369120117222,4,4,0.705107379933056,0.04276399031737502,0.6,1.0,5,1,16:9,960,540,random,373.21300640618193,1,0.1276329643457535,near-pallet,1,0.6064890474048803,,,,
2493,0,C1,Pallet_0,indoor,-2.9171007264338984,2,9.454096190393894,0,9.556908292831451,5,4,0.8790468119841984,0.03628324655971911,0.6,1.0,5,1,16:9,960,540,random,316.65378815754855,0,0.0,,1,0.41275670493383604,,,,
2494,1,,Pallet_1,indoor,-2.6901296420744045,1,3.9946349046805314,8,256.47588740451187,6,4,0.9349333394404684,0.1191009878938839,0.6,1.0,4,1,4:3,640,480,random,692.9512022916881,0,0.0,,1,1.2738981793628465,1.2738981793628465,4,lateral,
2495,1,,Pallet_0,outdoor-day,-0.6262656647953202,3,18.177306104463057,6,184.754338328517,4,0,0.09502879717363905,0.046839674276310056,0.0,0.1,5,1,16:9,960,540,random,408.78261186597865,1,0.1098967497176268,near-camera,1,4.928997911098823,4.928997911098823,8,lateral,
2496,1,,Pallet_3,outdoor-day,-0.5164232083865605,6,65.65153294214659,4,143.10179867721658,8,1,0.15950775606033074,0.09256904861111113,0.1,0.2,5,1,3:2,720,480,anchor,605.9065,2,0.34300155552590517,near-pallet,0,5.803419902421464,5.803419902421464,8,none,SchoolChair_01
2497,0,d_occ_fail,Pallet_3,random-mix,-2.2958325853662496,2,12.668968872807003,3,103.26964438039448,5,4,0.9726636436916197,0.07456148498846343,0.6,1.0,5,1,4:3,640,480,random,433.8122762965145,1,0.18574601170858712,near-pallet,0,0.7665700828034954,,,,
2498,1,,Pallet_2,outdoor-night,-0.7394887516315225,3,19.021332436708587,11,335.2952814831699,6,2,0.32576156001946144,0.060777209340517196,0.2,0.4,5,1,4:3,640,480,random,353.6128543448273,0,0.0,,1,1.865696165529361,1.865696165529361,6,lateral,
2499,0,d_occ_fail,Pallet_3,indoor,-1.9894119502226186,3,20.099587529348216,9,270.5058413545423,5,4,0.8496624955485366,0.0449065872827374,0.6,1.0,5,1,16:9,960,540,random,391.9120344675263,3,0.42540686826464397,near-pallet,0,0.528522648910683,,,,
2500,1,,Pallet_3,random-mix,-2.2274587512371316,0,1.6427311285781498,3,108.4295080263881,4,3,0.43479782798010774,0.10414017968750003,0.4,0.6,4,1,4:3,640,480,anchor,605.9065,3,0.42011450720218735,near-pallet,0,2.3951402924732292,2.3951402924732292,4,lateral,ladder_sectioned_01
2501,1,,Pallet_0,indoor,-1.015595206065508,2,9.924788193046185,1,50.90912143335588,4,0,0.08910730097231306,0.07747683496095153,0.0,0.1,5,1,4:3,640,480,random,450.77431250008163,0,0.0,,0,8.694779677483972,8.694779677483972,6,lateral,
2502,0,C1,Pallet_1,outdoor-day,-1.5631525893202172,6,72.4524876022722,9,272.658105602683,7,4,0.6513396618993882,0.03807279679614028,0.6,1.0,5,1,16:9,960,540,random,332.2716811299515,1,0.1625129894474961,near-camera,1,0.5845306070432627,,,,
2503,1,,Pallet_1,outdoor-day,-2.4761876328971657,6,75.07220431916696,2,82.96581266738575,7,4,0.9196405866785384,0.06618961524420239,0.6,1.0,5,1,16:9,960,540,random,577.6548239494026,1,0.1393610505245794,near-pallet,1,0.7197335154949948,0.7197335154949948,4,diag,
2504,1,,Pallet_2,outdoor-day,-2.8677865384824406,3,20.617152385949307,9,295.2635621425892,7,1,0.16029952616711707,0.09848904645997605,0.1,0.2,5,1,4:3,640,480,random,573.0271794034969,1,0.11955422152340764,near-camera,0,6.144063480094025,6.144063480094025,8,diag,potted_plant_01
2505,1,,Pallet_0,random-mix,-2.272616357062597,2,9.51603731056409,10,300.7719258202573,5,3,0.5318943167722691,0.06942678645833335,0.4,0.6,5,1,16:9,960,540,anchor,605.9065,0,0.0,,1,1.305274079250192,1.305274079250192,5,vertical,
2506,1,,Pallet_3,outdoor-night,-0.5917142573343179,2,10.198536292360426,5,178.93228902472117,6,0,0.0694932589488463,0.06641610121641059,0.0,0.1,5,1,4:3,640,480,random,386.4209525318434,2,0.3146668014792997,near-camera,0,9.557200543048243,9.557200543048243,8,lateral,bollard_01
2507,1,,Pallet_1,indoor,0.10177928518976342,1,4.044384102999079,0,1.173853953159243,6,2,0.2651130676432463,0.10588279061255254,0.2,0.4,4,1,1:1,560,560,random,539.0396613002674,0,0.0,,1,3.9938729370758677,3.9938729370758677,6,diag,
2508,0,d_occ_fail,Pallet_0,outdoor-night,-2.353138724519318,5,50.85185098232496,5,178.80042920961725,8,4,0.7428441302192372,0.06341490260149049,0.6,1.0,5,1,3:2,720,480,random,415.07936248248313,3,0.35582795375879084,near-pallet,0,0.8536771042772419,,,,
2509,0,d_occ_fail,Pallet_2,outdoor-night,-0.3294481386968995,1,4.2605438491601415,9,290.9139196292111,5,4,0.8772960208621972,0.06942678645833335,0.6,1.0,5,1,16:9,960,540,anchor,605.9065,3,0.3894466030485765,near-pallet,1,0.7913724080282667,,,,
2510,1,,Pallet_2,outdoor-day,-1.4837563769247797,3,20.102244715141897,8,240.86230780093786,5,4,0.6672986433469877,0.08329621479478982,0.6,1.0,5,1,3:2,720,480,random,545.2115877477152,1,0.19243185139663171,near-pallet,1,1.248259915185782,1.248259915185782,5,diag,
2511,1,,Pallet_0,outdoor-night,-2.579710041063759,3,21.034018382800745,6,188.94542156358818,5,4,0.9108874925350565,0.06942678645833335,0.6,1.0,5,1,16:9,960,540,anchor,605.9065,2,0.23411364660312906,near-pallet,0,0.7621883825093951,0.7621883825093951,4,diag,wine_barrel_01
2512,1,,Pallet_3,indoor,-0.37843363068582114,5,47.809221170390146,11,341.33760878822727,8,1,0.11691986489152055,0.1010620092981578,0.1,0.2,4,1,4:3,640,480,random,587.9971450074635,0,0.0,,0,8.643698775389808,8.643698775389808,8,none,
2513,1,,Pallet_1,random-mix,-2.931184478595403,5,59.94491865536098,0,18.04066886715209,7,3,0.40286343910147204,0.10148319461265412,0.4,0.6,4,1,4:3,640,480,random,590.4476777463512,3,0.429859717444555,near-camera,1,2.519047020970618,2.519047020970618,7,vertical,
2514,1,,Pallet_1,indoor,-2.318485354230598,4,25.13570417828519,5,177.06104744704973,7,0,0.09412188820916059,0.09256904861111113,0.0,0.1,5,1,3:2,720,480,anchor,605.9065,1,0.1569488833935086,near-pallet,1,9.835018227152574,9.835018227152574,8,vertical,
2515,1,,Pallet_3,outdoor-day,-1.7416908392324237,3,21.83210116580687,1,49.20477736931936,7,2,0.33903157340093865,0.11035743502067472,0.2,0.4,4,1,4:3,640,480,random,642.0796219384711,3,0.36802018500183903,near-pallet,0,3.2550783961989893,3.2550783961989893,7,vertical,bollard_01
2516,1,,Pallet_0,outdoor-night,-0.27475693462331163,0,1.6612376826791593,7,229.44787818058165,6,1,0.18655791677701278,0.03570906295760515,0.1,0.2,5,1,16:9,960,540,random,311.6427312663722,0,0.0,,1,1.914100648984366,1.914100648984366,8,vertical,
2517,1,,Pallet_2,outdoor-day,-2.330634742548603,2,11.67384952105523,3,109.83697503453271,7,2,0.37354414747258374,0.10414017968750003,0.2,0.4,4,1,4:3,640,480,anchor,605.9065,0,0.0,,0,2.7878948282851463,2.7878948282851463,7,vertical,
2518,1,,Pallet_0,random-mix,-0.08343830894755655,6,73.58447472411177,4,144.46370116279633,5,3,0.5324132818544289,0.07751595157316415,0.4,0.6,5,1,16:9,960,540,random,676.502850093069,2,0.23211493281383888,near-pallet,0,1.4559357216478752,1.4559357216478752,4,vertical,metal_jerrycan
2519,1,,Pallet_3,indoor,0.14380492661105748,1,3.955654365062161,9,289.7454541985743,4,0,0.07344502621892929,0.04901559075566141,0.0,0.1,5,1,3:2,720,480,random,320.8293213097838,1,0.1515841448992306,near-camera,1,6.673779461872998,6.673779461872998,8,vertical,
2520,1,,Pallet_1,outdoor-night,-0.6894150723985186,2,12.955906685218999,2,86.20111495718962,5,4,0.8632702978798374,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,0,0.0,,0,1.2063449876969563,1.2063449876969563,5,lateral,
2521,1,,Pallet_2,outdoor-day,-0.02807651262723132,4,25.856167874011103,10,301.67201044936655,6,0,0.09752707741843117,0.07748234549595319,0.0,0.1,5,1,4:3,640,480,random,450.80637379463667,0,0.0,,1,7.944700850977226,7.944700850977226,7,vertical,
2522,1,,Pallet_1,random-mix,-2.7601116835683728,4,25.437926107400624,0,8.949411719985441,6,4,0.7376955781168671,0.13215044817627597,0.6,1.0,4,1,1:1,560,560,random,672.765917988314,1,0.19477305402705503,near-camera,0,1.791395422399298,1.791395422399298,6,lateral,old_military_crate
2523,1,,Pallet_0,outdoor-night,-0.012094299453910384,3,24.601694766367636,6,191.3710592779114,5,2,0.2515924315838011,0.10119007304317265,0.2,0.4,4,1,4:3,640,480,random,588.7422431602772,0,0.0,,1,4.021983984421565,4.021983984421565,4,diag,
2524,1,,Pallet_3,outdoor-day,-2.8680893853432754,2,12.36756236630706,2,68.0416349992612,6,3,0.5837659997010568,0.06942678645833335,0.4,0.6,5,1,16:9,960,540,anchor,605.9065,2,0.23983247591573698,near-pallet,0,1.1892913683545532,1.1892913683545532,6,lateral,portable_generator
2525,1,,Pallet_2,indoor,-2.0457237245963933,6,60.22658171859169,10,304.79365448876143,7,1,0.18887443195433784,0.09053314936887076,0.1,0.2,5,1,4:3,640,480,random,526.7383236007026,3,0.4270360636197398,near-camera,1,4.793298300468642,4.793298300468642,8,vertical,
2526,1,,Pallet_3,outdoor-night,-0.3814028605913582,4,29.264952995022124,5,172.86307608115004,8,3,0.4991059882079857,0.09944717988032056,0.4,0.6,5,1,4:3,640,480,random,578.6017738491378,0,0.0,,1,1.9925062457651637,1.9925062457651637,8,none,
2527,1,,Pallet_2,outdoor-day,-1.5116155155397457,1,3.4413664017707726,8,250.39810500013039,4,1,0.15753831508382626,0.11901734821428574,0.1,0.2,4,1,1:1,560,560,anchor,605.9065,1,0.13857949606375303,near-pallet,0,7.55481916579827,7.55481916579827,4,lateral,modular_chainlink_fence
2528,1,,Pallet_0,random-mix,-0.7918842993899742,4,31.338770628958713,3,105.13111774507624,7,2,0.20608592542295967,0.08685960902801478,0.2,0.4,5,1,4:3,640,480,random,505.3649979811769,2,0.27193786778184126,near-pallet,0,4.214727854400963,4.214727854400963,8,vertical,WetFloorSign_01
2529,0,v_below_min,Pallet_1,indoor,-0.6356353382348141,4,37.64486095015909,7,212.41032714723733,5,4,0.8799900593053853,0.06942678645833335,0.6,1.0,5,1,16:9,960,540,anchor,605.9065,0,0.0,,1,0.7889496673761854,,,,
2530,1,,Pallet_1,indoor,-0.8654898627109269,1,7.5997526990976665,4,128.83256778390233,6,4,0.6990386573166678,0.07257570000640437,0.6,1.0,5,1,16:9,960,540,random,633.3879273286199,0,0.0,,1,1.0382215525103247,1.0382215525103247,5,lateral,
2531,1,,Pallet_0,outdoor-day,-1.8243082580085281,1,7.224478354506282,7,231.70391620524614,5,0,0.09910623130919101,0.09256904861111113,0.0,0.1,5,1,3:2,720,480,anchor,605.9065,3,0.3689248809698224,near-camera,1,9.340386309546448,9.340386309546448,7,vertical,
2532,1,,Pallet_3,random-mix,-1.324476481108724,4,37.74042919683184,9,297.8898416838822,5,0,0.09614259051918461,0.094718091902577,0.0,0.1,5,1,4:3,640,480,random,551.087080160448,0,0.0,,0,9.85183479986184,9.85183479986184,8,diag,
2533,1,,Pallet_1,outdoor-night,-1.9413882430222458,2,11.16790892797991,11,332.3733165716222,4,1,0.1968153818284353,0.08284103969036571,0.1,0.2,5,1,4:3,640,480,random,481.9842309257641,1,0.13843653878584336,near-pallet,1,4.2090734433845505,4.2090734433845505,4,lateral,
2534,1,,Pallet_2,indoor,-2.7700867095662387,3,21.70043375610401,1,48.80483452831304,6,3,0.4666306349735544,0.06844473999318298,0.4,0.6,5,1,16:9,960,540,random,597.3359126677788,0,0.0,,0,1.4667862515512293,1.4667862515512293,5,lateral,
2535,1,,Pallet_3,indoor,-1.2444218347642195,1,6.554746095409912,7,231.96548397186731,5,4,0.8769369881502718,0.09206989145533825,0.6,1.0,5,1,4:3,640,480,random,535.6793684674225,2,0.2392745245042281,near-camera,0,1.0499031595136818,1.0499031595136818,5,lateral,wine_barrel_01
2536,1,,Pallet_1,outdoor-night,-1.0314874163146437,2,10.823857119875175,10,314.2237598575674,6,2,0.3167564997447439,0.09256904861111113,0.2,0.4,5,1,3:2,720,480,anchor,605.9065,3,0.37213784539397166,near-pallet,1,2.922404076497476,2.922404076497476,6,diag,
2537,1,,Pallet_2,outdoor-day,0.04925221729283846,0,0.9350022204221909,6,198.03219102806165,4,3,0.5652620846996559,0.10414017968750003,0.4,0.6,4,1,4:3,640,480,anchor,605.9065,0,0.0,,0,1.8423344233822696,1.8423344233822696,4,lateral,
2538,1,,Pallet_0,outdoor-day,-1.6897266130587716,2,12.286547799825133,8,242.37769730580385,6,1,0.1810025180594552,0.043107002579835,0.1,0.2,5,1,16:9,960,540,random,376.20656796946906,2,0.30894415591219565,near-pallet,1,2.3815692202511425,2.3815692202511425,8,diag,
2539,1,,Pallet_3,random-mix,-1.0249295766682158,3,21.301110765777864,5,172.33676394392165,5,4,0.8059490791189278,0.08027748868991143,0.6,1.0,5,1,4:3,640,480,random,467.0690251049392,0,0.0,,0,0.9960615474326449,0.9960615474326449,4,vertical,
2540,1,,Pallet_0,outdoor-day,-1.789183462616954,1,3.3553040693361442,1,41.99295357763725,6,0,0.06759381889490755,0.03597039449128901,0.0,0.1,5,1,16:9,960,540,random,313.9234428330677,1,0.14254123869524732,near-camera,1,5.321550857662665,5.321550857662665,8,lateral,
2541,1,,Pallet_2,indoor,-2.7002371228136925,4,39.28185405185978,9,290.495109353089,6,2,0.29609215487814855,0.11901734821428574,0.2,0.4,4,1,1:1,560,560,anchor,605.9065,1,0.1980063794900336,near-pallet,1,4.019604918720836,4.019604918720836,6,lateral,
2542,1,,Pallet_1,random-mix,-0.179090637179264,3,22.258944150606965,3,96.39842393965927,7,1,0.14854297891469498,0.07683264866597604,0.1,0.2,5,1,4:3,640,480,random,447.0263195111333,2,0.2194010167617747,near-pallet,0,5.172418732096342,5.172418732096342,8,vertical,concrete_road_barrier
2543,0,v_below_min,Pallet_0,outdoor-night,-2.1119300187234895,6,67.08057275388607,0,18.51947935379678,8,4,0.7653075264522926,0.07127977111565813,0.6,1.0,5,1,16:9,960,540,random,622.0780024639254,0,0.0,,1,0.9313873005546814,,,,
2544,1,,Pallet_0,indoor,-0.9669356959712281,0,1.0669067675031345,0,6.059079050459683,6,4,0.6400391835848644,0.10682126232149285,0.6,1.0,4,1,3:2,720,480,random,699.1937170134076,0,0.0,,1,1.6689800415528644,1.6689800415528644,6,lateral,
2545,1,,Pallet_1,outdoor-night,-2.1129682093658557,5,57.93413532030674,2,85.77182074465033,7,2,0.32056448713311564,0.10414017968750003,0.2,0.4,4,1,4:3,640,480,anchor,605.9065,3,0.3579426655512437,near-camera,0,3.248649924352207,3.248649924352207,8,lateral,SchoolDesk_01
2546,1,,Pallet_2,outdoor-day,-2.6605777399485224,3,20.83655891652348,4,136.89226567349547,8,3,0.5514545282503847,0.12023847769319901,0.4,0.6,4,1,4:3,640,480,random,699.5693247604305,1,0.17681907868754912,near-camera,0,2.1803878929906158,2.1803878929906158,8,none,power_box_01
2547,1,,Pallet_3,outdoor-night,-0.36638155243489123,1,4.004304974500776,11,333.6995846269257,5,0,0.09897327542909151,0.03684011039648206,0.0,0.1,5,1,16:9,960,540,random,321.5136907329343,0,0.0,,1,3.722228069826366,3.722228069826366,8,vertical,
2548,1,,Pallet_3,random-mix,-1.7452762898424352,3,20.698680785195336,10,318.39045206970644,6,1,0.11001930537891733,0.0627072747333746,0.1,0.2,5,1,4:3,640,480,random,364.8423257214522,1,0.11797499711849956,near-pallet,0,5.699661029253417,5.699661029253417,8,lateral,cement_bag
2549,1,,Pallet_1,outdoor-day,-2.863142617526197,4,27.345030042180007,4,137.3941687281823,5,0,0.09328579501988157,0.09256904861111113,0.0,0.1,5,1,3:2,720,480,anchor,605.9065,3,0.4494802299139947,near-pallet,1,9.923166607668652,9.923166607668652,4,diag,
2550,1,,Pallet_2,indoor,-0.3862484976475691,2,12.295069394109966,7,236.93511775116022,5,3,0.4574936198450786,0.061117541722553397,0.4,0.6,5,1,16:9,960,540,random,533.3894550331933,2,0.2330429239145438,near-pallet,1,1.335921181660406,1.335921181660406,6,vertical,
2551,1,,Pallet_0,outdoor-day,-1.505033584255043,6,67.3970713511969,0,19.93401686604701,8,2,0.3057880923009438,0.09323403867183229,0.2,0.4,5,1,1:1,560,560,random,474.64601505660073,0,0.0,,0,3.048975451276738,3.048975451276738,8,none,
2552,1,,Pallet_1,outdoor-night,-2.1451443875171936,0,0.9691703503846103,6,197.8636996964595,5,4,0.6063859176127447,0.0580103256015373,0.6,1.0,5,1,4:3,640,480,random,337.51462168167154,1,0.1051385187019373,near-camera,0,0.9566568733969897,0.9566568733969897,4,vertical,wine_barrel_01
2553,1,,Pallet_0,outdoor-night,-2.114933480042601,2,10.769647821763089,9,293.72316960948865,4,2,0.2982163522172057,0.09886551210442801,0.2,0.4,5,1,4:3,640,480,random,575.2175249712175,0,0.0,,1,3.3152277321271564,3.3152277321271564,4,lateral,
2554,1,,Pallet_2,random-mix,0.034874138017621625,5,53.88258117727425,1,56.6229852213657,6,4,0.6198526843031695,0.06942678645833335,0.6,1.0,5,1,16:9,960,540,anchor,605.9065,0,0.0,,0,1.1200530096337655,1.1200530096337655,6,lateral,
2555,1,,Pallet_3,indoor,0.15142966938752744,4,39.84014441580263,11,359.6306221824979,7,3,0.4883651671666497,0.10414017968750003,0.4,0.6,4,1,4:3,640,480,anchor,605.9065,2,0.24447392261621353,near-pallet,1,2.132424396516454,2.132424396516454,7,lateral,
2556,1,,Pallet_1,outdoor-day,-2.097708811851328,2,12.530085223331405,5,151.64621149912102,6,0,0.08864760171883165,0.06235522624894519,0.0,0.1,5,1,4:3,640,480,random,362.7940436302265,0,0.0,,0,7.034056764075873,7.034056764075873,8,diag,
2557,1,,Pallet_3,outdoor-night,-0.7174157306073918,1,5.171458882313516,8,261.18085253170693,6,1,0.18707874799748297,0.07573382187899934,0.1,0.2,5,1,16:9,960,540,random,660.9497182167215,3,0.40748267580031305,near-pallet,1,4.048232238544717,4.048232238544717,6,lateral,traffic_barricade_01
2558,1,,Pallet_2,outdoor-day,0.015799674802483565,5,53.763146811426346,3,97.98823712739059,8,4,0.6541470349087591,0.06375721277485207,0.6,1.0,5,1,4:3,640,480,random,370.9510561445938,1,0.18831693103635133,near-camera,1,0.9746618018951192,0.9746618018951192,5,none,
2559,1,,Pallet_0,indoor,-1.4670454078276878,2,13.109054751965271,2,88.03180362979452,6,2,0.2808089198122038,0.09256904861111113,0.2,0.4,5,1,3:2,720,480,anchor,605.9065,0,0.0,,0,3.296513824169774,3.296513824169774,6,lateral,
